"",".id","classification","year","period","period_desc","aggregate_level","is_leaf_code","trade_flow_code","trade_flow","reporter_code","reporter","reporter_iso","partner_code","partner","partner_iso","second_partner_code","second_partner","second_partner_iso","customs_proc_code","customs","mode_of_transport_code","mode_of_transport","commodity_code","commodity","qty_unit_code","qty_unit","alt_qty_unit_code","alt_qty_unit","qty","alt_qty","netweight_kg","gross_weight_kg","trade_value_usd","cif_trade_value_usd","fob_trade_value_usd","flag"
"1","7","HS",2018,201804,"April 2018",4,0,2,"Exports",152,"Chile",NA,0,"World",NA,NA,NA,NA,NA,NA,NA,NA,"3915","Waste, parings and scrap, of plastics",0,NA,NA,NA,NA,NA,1024572,NA,369200,NA,NA,0
"2","7","HS",2018,201804,"April 2018",4,0,2,"Exports",152,"Chile",NA,699,"India",NA,NA,NA,NA,NA,NA,NA,NA,"3915","Waste, parings and scrap, of plastics",0,NA,NA,NA,NA,NA,111970,NA,41591,NA,NA,0
"3","7","HS",2018,201804,"April 2018",4,0,2,"Exports",152,"Chile",NA,842,"United States of America",NA,NA,NA,NA,NA,NA,NA,NA,"3915","Waste, parings and scrap, of plastics",0,NA,NA,NA,NA,NA,39000,NA,23094,NA,NA,0
"4","7","HS",2018,201804,"April 2018",4,0,2,"Exports",152,"Chile",NA,222,"El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,"3915","Waste, parings and scrap, of plastics",0,NA,NA,NA,NA,NA,19990,NA,15950,NA,NA,0
"5","7","HS",2018,201804,"April 2018",4,0,2,"Exports",152,"Chile",NA,320,"Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,"3915","Waste, parings and scrap, of plastics",0,NA,NA,NA,NA,NA,42000,NA,40431,NA,NA,0
"6","7","HS",2018,201804,"April 2018",4,0,2,"Exports",152,"Chile",NA,458,"Malaysia",NA,NA,NA,NA,NA,NA,NA,NA,"3915","Waste, parings and scrap, of plastics",0,NA,NA,NA,NA,NA,317756,NA,99480,NA,NA,0
"7","7","HS",2018,201804,"April 2018",4,0,2,"Exports",152,"Chile",NA,604,"Peru",NA,NA,NA,NA,NA,NA,NA,NA,"3915","Waste, parings and scrap, of plastics",0,NA,NA,NA,NA,NA,21646,NA,10413,NA,NA,0
"8","7","HS",2018,201804,"April 2018",4,0,2,"Exports",152,"Chile",NA,704,"Viet Nam",NA,NA,NA,NA,NA,NA,NA,NA,"3915","Waste, parings and scrap, of plastics",0,NA,NA,NA,NA,NA,297730,NA,94576,NA,NA,0
"9","7","HS",2018,201804,"April 2018",4,0,2,"Exports",152,"Chile",NA,724,"Spain",NA,NA,NA,NA,NA,NA,NA,NA,"3915","Waste, parings and scrap, of plastics",0,NA,NA,NA,NA,NA,14340,NA,8186,NA,NA,0
"10","7","HS",2018,201804,"April 2018",4,0,2,"Exports",152,"Chile",NA,764,"Thailand",NA,NA,NA,NA,NA,NA,NA,NA,"3915","Waste, parings and scrap, of plastics",0,NA,NA,NA,NA,NA,160140,NA,35479,NA,NA,0
